media_id,creation_date,caption,comments_count,like_count,views,shares,comments_downloaded,timestamp
7587008115401444630,2025-12-23,*e non dico nulla su Pordenone* ,2276,180200,1900000,7869,1,2025-12-23
7587046484974128406,2025-12-23,Se ti scappa un like per sbaglio c’è un’unica soluzione e te la spiego qui. @sistemaerion #adv adv,7,1551,67600,15,1,2025-12-23
7588588614724914454,2025-12-27,camihawke's short video with ♬ suono originale,30,3530,205900,221,1,2025-12-27
7589655526452038934,2025-12-30,"Questo é il mio 2025 wrapped su un dispositivo sporco di pittura, e il vostro anno come è andato? risp sul mio.  @canva_it #CanvaPartner #adv #canvapartner #adv",36,4360,105400,146,1,2025-12-30
7590666664761363735,2026-01-02,Andale Andale ,77,21400,341600,200,1,2026-01-02
7591525004039245078,2026-01-04,CDMX day 2,14,7069,169200,73,1,2026-01-04
7591936228556033302,2026-01-05,#cittàdelmessico #ristoranti #messico cittàdelmessico #ristoranti #messico,20,6090,164600,209,1,2026-01-05
7592224436439338262,2026-01-06,Oddette vale l’hype che ha? Scopriamolo insieme. ,107,8748,362600,1120,1,2026-01-06
7593456684291378454,2026-01-09,Ho *salito* dandoti il braccio almeno un miliore di scale Maya. ,35,5645,109600,206,1,2026-01-09
7594493367418096898,2026-01-12,Gennaio al caldo è un sogno che cercheró di realizzare ogni volta che potró. ,25,3148,62100,97,1,2026-01-12
7595237953777995031,2026-01-14,Silenzio e pensare solo a cosa magiare a pranzo. ,12,2973,49500,22,1,2026-01-14
7595240026749898006,2026-01-14,Primo post con cui spero di far diventare gli occhialetti un imprescindibile accessorio di moda. ,11,1460,39900,13,1,2026-01-14
7596040168302300438,2026-01-16,Ciao ciao messico. É stato bellissimo! ,10,2223,40600,61,1,2026-01-16
7597097603553152278,2026-01-19,Ci vediamo giovedi su Youtube!  Link al canale:https://www.youtube.com/camihawke ,38,2658,50100,33,1,2026-01-19
7598555455996169494,2026-01-23,"É uscito il primo video su YouTube, trovate il nome in bio. Secondo voi Dario che numero ha fatto col dado?",8,853,26400,7,1,2026-01-23
7599645248301649174,2026-01-26,In questo trend vedo tutti che mettono Frank Ocean però poi quando parte vorrei tutti a gridare CHE IO VIVOOO ATTRAVERSOOO GLI OCCHI TUOIII,16,520,17300,9,1,2026-01-26
7599685408024284419,2026-01-26,"Io per una vita ho collezionato: tartarughine (finte), tessere telefoniche (blast from the past), primissime carte Pokemon purtroppo perse anni e anni fa. Voi? ",45,2244,53000,37,1,2026-01-26
7600380414548708630,2026-01-28,+ un libro bello letto da mettere sullo scaffale della libreria. ,7,215,11200,2,1,2026-01-28
7600439320796744963,2026-01-28,Reclamizzo di vero cuore questo evento o prodotto. ,79,2592,79200,51,1,2026-01-28
7601164299821731094,2026-01-30,Quando invece di fare quello che dovresti fare inizi ad appendere quadretti. ,21,1980,52900,50,1,2026-01-30
7601185028998991127,2026-01-30,COSE DI CUI NON MI FREGA UN CAXXO: una tierlist.  (Il video intero lo trovate sul mio canale YouTube camihawke🤍) #tierlist tierlist,15,1427,57600,31,1,2026-01-30
7601952496956755222,2026-02-01,Buona domenica 🌸,25,4441,150800,92,1,2026-02-01
7602266518340029718,2026-02-02,La pizza col prosciutto crudo per me è atroce sorry not sorry ,36,1540,90700,25,1,2026-02-02
7603081803338894614,2026-02-04,Prevedo querele ,992,67000,1000000,3189,1,2026-02-04
7603746820531195138,2026-02-06,La cosa più millennial che vedrete oggi  ,5,1067,27400,21,1,2026-02-06
7603827520101797142,2026-02-06,Si intitola mi manchi e fa così ,73,38700,368900,2074,1,2026-02-06
7604100442083052822,2026-02-07,Scusa Superman ma i supereroi non sono mai stati il mio core. ,85,7446,107200,201,1,2026-02-07
7604901831415762198,2026-02-09,camihawke's short video with ♬ audio originale,168,8831,97600,639,1,2026-02-09
7605641357021007126,2026-02-11,Credo di avere una laurea magistrale in gelati nominatemente uno lo conosco,276,14000,217900,456,1,2026-02-11
7605971469570428182,2026-02-12,Si parla di personaggi dei libri di HP che sono stati tagliati nei film. La tier list completa la trovate sul mio canale YouTube♥️ Grazie @Caleel ⚡️⚡️ #harrypotter  #harrypotter,8,433,21100,11,1,2026-02-12
7607469239368207638,2026-02-16,Seguitemi per la parte 2! ,210,24000,198600,918,1,2026-02-16
7607905278972939542,2026-02-17,Ciao ciao 🫶🏻,42,2631,103400,29,1,2026-02-17
7608617358214614294,2026-02-19,"Ho risposto a un po’ di domande che mi avete fatto, il video completo è su YouTube. ❤️",45,9760,161500,276,1,2026-02-19
7609037034547612950,2026-02-20,Si scherza amici maschi vvb,0,288,3198,6,1,2026-02-20
7609040388619324694,2026-02-20,Tutto ok. ,125,10400,577500,367,1,2026-02-20
7609737521177578774,2026-02-22,"Alla domanda se mi hanno fatto mai pesare di non avere ancora figli ho detto sì, e credo che nel 2026 far coincidere ancora l’idea di realizzazione di una donna con la sua sola maternità sia veramente imbarazzante. Amo i bambini e desidererei averne, ma ora sono felice così, perché la mia vita è già piena. Quando e se sarà, sarò felicissima, se non sarà, saró lo stesso felicissima. Queste per me sono le basi per una famiglia felice. (NB La famiglia, poi, non è solo quella composta da genitori e figli, vi prego, non siamo nel medioevo).",251,52300,547600,1121,1,2026-02-22
7611471973259988246,2026-02-27,Tierlist: chi vorremmo come compagno naufrago su un’isola deserta. Ci siamo pentiti di molte posizioni abbiamo scoperto dei talenti nascosti nella sopravvivenza. Video intero sul mio canale YouTube. #sanremo2026 sanremo2026,2,330,21600,4,1,2026-02-27
7611938406188272899,2026-02-28,Merenda✨ #tasting #dashi tasting #dashi,60,7897,185400,311,1,2026-02-28
7613010918338727190,2026-03-03,Il pericolo è il mio mestiere.,29,4277,76100,67,1,2026-03-03
7613475289858919702,2026-03-04,"✨ho ceduto ai corsetti, grazie TikTok✨",155,18600,344000,909,1,2026-03-04
7614849128052329750,2026-03-08,"Con Marra abbiamo parlato del giudizio, il video completo è su YouTube. ",2,488,19600,2,1,2026-03-08
7615951444910427414,2026-03-11,ADESSO PARLO IO. ,83,7411,99200,195,1,2026-03-11
7616019855354989846,2026-03-11,Informatevi e andate a votare!,356,21200,268600,1091,1,2026-03-11
7616438580004637974,2026-03-12,"Uscito nuovo video su YouTube, amo questo gioco. @hanna.raponi @Francesco Posa @Guglielmo Scilla  # #",6,1415,25300,8,1,2026-03-12
7618582897959783702,2026-03-18,Quando si sbaglia è giusto riconoscerlo. ,68,7638,79300,1204,1,2026-03-18
7618932711046040854,2026-03-19,Prodotti carini e dove trovarli #gifted ,5,737,14600,5,1,2026-03-19
